Agnés;04/07/2016;24;yes;yes;[Lucile, Naciye, Zanita, Romola, Ramona, Necmiye, Saba, Eracla, Nathanaëlle, Colombe, Calandria, Hayat, Azzurra, Ayla, Guendalina, Barbara, Ségolène, Nevada, Zama, Ines, Orquidia, Oriane, Eugénie, Thiphanie]
Agostina;07/09/2014;18;yes;no;[Tünay, Seconda, Vanille, Vicenta, Emilie, Ester, Artemisia, Clémentine, Deiene, Elisabeth, Şengul, Xevera, Manda, Manolya, Aleta, Alice, Julienne, Seziş]
Agueda;06/09/2015;22;no;yes;[Nazmiye, Generosa, Anne, Gemma, Ricarda, Ludivine, Santina, Mireille, Veronica, Léna, Calogera, Fehime, Donatella, Chela, Andera, Zabina, Melis, Enriqueta, Dominique, Ysaline, Antonina, Noémie]
Agurtzane;27/06/2015;25;yes;no;[Agostina, Gülen, Célestine, Degna, Godiva, Vala, Angelina, Ernesta, Eskarne, Joaquina, Teodora, Lorena, Fahriye, Silvana, Mirta, Paulita, Papatya, Adeline, Alma, Estebana, Şeyma, Hanife, Susanna, Naciye, Alice]
Ahu;09/10/2014;20;yes;yes;[Héloïse, Şefika, Priscilla, Nesrin, Floralie, Gözde, Mareta, Amor, Xeveria, Tayyibe, Almundena, Cassandre, Cléa, Zamora, Tarsilla, Angélie, Chiara, Teodata, Ainhoa, Cleopatra]
Aida;11/05/2015;3;no;no;[Gözde, Ainhoe, Carletta]
Aidia;25/09/2014;1;yes;no;[Esma]
Aimée;25/08/2015;20;yes;yes;[Pedra, Aline, Genesia, Gorane, Hanife, Bérénice, Dauphine, Şebnem, Meltem, Charline, Leonor, Alida, Agata, Adriana, Daphnée, Pakize, Fortunata, Pabla, Cuzia, Garabina]
Ainhoa;02/05/2016;10;yes;no;[Blanca, Adèle, Saadet, Tarquinia, Sonia, Magda, Christina, Angéline, Arabella, Gotzone]
Ainhoe;21/08/2015;23;yes;no;[Heves, Prospera, Jeanne, Massima, Estelle, Lorenza, Selvaggia, Vanna, Aldonza, Camelia, Beatriz, Çağla, Melosa, Odilia, Constance, Ségolène, Şelale, Paloma, Dionisa, Kesara, Rocio, Lydie, Nevra]
Aintzane;15/03/2016;14;yes;no;[Esterina, Edvige, Béatrice, Aliye, Albertina, Ümran, Carlotta, Onorina, Irene, Xevera, Exaltacion, Terceira, Letitia, Dionisa]
Aitziber;23/01/2016;11;no;no;[Aurkena, Roslyn, Fiordaliso, Valentine, Billur, Doris, Sabine, Vanessa, Beatriz, Susanna, Garbina]
Alameda;28/01/2016;21;yes;yes;[Demet, Lydie, Fe, Nadir, Buena, Cornelia, Bibiana, Melis, Amalia, Songül, Osanna, Ottilia, Eldora, Marisa, Cyprienne, Caterina, Aimée, Pia, Sevval, Melda, Déborah]
Alazne;04/11/2014;2;no;no;[Gudule, Josiane]
Alba;28/06/2016;11;no;yes;[Tamara, Rio, Carina, Amanda, Selvaggia, Brunilde, Tarquinia, Albertina, Ondina, Munise, Mualla]
Albane;21/01/2016;10;yes;no;[Aliye, Antonella, Berenice, Gülsüm, Orsola, Esteva, Sabahat,Sebahat, Izar, Aza, Gonca]
Alberta;30/03/2016;11;no;yes;[Serra, Bernadetta, Freira, Degna, Mareta, Renata, Sibilla, Selma, Pureza, İmge, Erendiria]
Albertina;27/06/2016;19;no;yes;[Salvatora, Valérie, Oliveria, Aude, Abbondanza, Leontina, Ludovica, Amelia, Şengul, Fazilet, Cennet, Güzin, Modesta, Erminia, Şehrazat, Godeliève, Rocio, Afet, Honoria]
Albertine;06/09/2015;18;no;yes;[Rica, Crocefissa, Banu, Aidia, Yanamarie, Laurine, Salvatora, Orquidia, Giulia, Faqueza, Eméline, Süher, Esin, Hayriye, Abbondanza, Elsie, Samona, Fleur]
Albina;08/08/2015;23;yes;no;[Ida, Gülden, Amalur, Socorro, Mirari, Rosanna, Noemi, Rainelda, Garabine, Gregoria, Emma, Chiara, Miraç, Géraldine, Enriqua, Saadet, Ségolène, Irene, Leontina, Virginie, Paz, Gülten, Modeste]
Alcina;23/02/2015;16;no;yes;[Harika, Angela, Harika, Vinciene, Anitia, Sevval, Eulalia, Luciana, Incoronata, İkbal, Özden, Cronida, Léontine, Alberta, Paulette, Maëlice]
Alda;01/01/2016;22;yes;yes;[Josiane, Léonie, Azelia, Nurhan, Michèle, Lalie, Elimena, Dulina, Güldem, Susanna, Fikriye, Gaëlle, Nazli, Jale, İnci, Rosita, Damita, Solmaz, Margaux, Julienne, Verda, Rosamaria]
Aldonsa;19/10/2014;2;yes;no;[Fadime, Crocefissa]
Aldonza;17/09/2014;9;yes;no;[Gönül, Lilas, Cemile, Seina, Ümmiye, Lolie, Brigidia, Prudenzia, Amaia]
Alegria;12/07/2015;21;no;yes;[Silvia, Marcelle, Armida, Eugenia, Prudenzia, Eulalia, Leticia, Carlotta, Fulden, Carmita, Giliola, Romana, Elda, Luminosa, Gökben, Şahika, Adelita, Francesca, Uliva, Thècle, Ceylan]
Alejandra;28/12/2015;24;no;yes;[Aidia, Modeste, Orquidea, Florence, Madra, Axelle, Zaira, Lorenza, Hanife, Olcay, Remziye, Nurcan, Crocefissa, Seren, Aintzane, Leonilda, Ghita, Rufa, Paulette, Lisa, Hazan, Soledad, Josefina, Esperanza]
Alejandrina;05/03/2016;12;no;no;[Aurkene, Feride, Bedriye, Tabita, Pastora, Carine, Veriana, Zelinda, Betta, Delinda, Amalur, Semiramis]
Alessandra;05/06/2015;25;no;no;[Audrine, Orietta, Clémentine, Arcelia, Paule, Rosalie, Çiçek, Liliana, Selda, Godeberta, Fulya, Annabella, Béatrice, Laurine, Mélusine, Şenay, Florentina, Camélie, Nadège, Perfecta, Mahfuze, Thérèse, Iole, Andréanne, Salvatora]
Alessia;16/04/2015;13;yes;no;[Hasibe, Veneranda, Camilla, Perihan, Dalida, Giusta, Suna, Masal, Alameda, Makbule, Victoire, Afet, Grâce]
Aleta;18/02/2015;15;no;yes;[Fleur, Colette, Neslişah, Sim, Lorda, Kumru, Chiara, Iride, Süheyla, Marinetta, Giusta, Claralie, Billur, Argelia, Catena]
Aletea;07/11/2015;20;yes;no;[Sarah, Ainhoa, Anita, Carona, Chantal, Sezer, Blanche, Immaculada, Sumru, Milagros, Loleta, Charlotte, Cassiopea, İkbal, Galena, Ferah, Doroteia, Hayat, Nadège, Adalet]
Aletia;12/06/2015;6;no;no;[Sevil, Ventura, Amaryllis, Egle, Şeyma, Célestine]
Alev;04/12/2014;17;no;no;[Papatya, Lucie, Eracla, Idoia, Florie, Zenobia, Naciye, Rica, Carole, Adele, Doroteia, Aglaé, Miranda, Andréanne, Tullia, Elvira, Erendiria]
Alexandra;23/11/2014;5;no;no;[Lidania, Severa, Barbara, Vanna, Silvana]
Alexane;30/01/2016;25;yes;yes;[Prudencia, Damla, Christiane, Lara, Nekane, Loretta, Annita, Dulce, Mélusine, Gülten, Evangelina, Jaione, Christina, Irene, Giliola, Nergis, Lison, Cennet, Odette, Adélaïde, Valentine, Alejandrina, Catena, Olivia, Camilla]
Alexia;17/08/2014;13;yes;yes;[Fatima, Idea, Calpurnia, Sinem, Suna, Maddalena, Zurine, Odetta, Ümmiye, Simge, Alona, Diane, Cassandre]
Alexiane;16/11/2015;13;no;no;[Çiçek, Salvadora, Olinda, Vala, Doloritas, Sidonia, Nihal, Vinciene, Gülsüm, Séverine, Catalina, Roseline, Alice]
Alexie;16/06/2015;9;no;no;[Olimpia, Vina, Gülfem, Olcay, Viviana, Taziana, Rosalia, Leya, Beniamina]
Alfonsa;23/05/2015;25;no;no;[Ernesta, Maëlle, Paciencia, Irmina, Angelia, Arianna, Régine, Prudenzia, Zarina, Laia, Afet, Brunilde, Adriana, Giliola, Marjorie, Estella, Fadime, Ella, Alina, Devera, Giuditta, Melis, Lera, Mirabelle, Ofelia]
Alfreda;11/03/2016;9;no;no;[Flavia, Tülay, Nathalie, Deren, Eugenia, Mirta, Prisca, Palladia, Itxaro]
Alice;15/09/2014;17;no;no;[Daniela, Güzide, Josiane, Pakize, Jacinta, Stefania, Handan, Marta, Ausiliatrice, Fosca, Axelle, May, Valeria, Thérèse, Sancia, Amata, Juliane]
Alicia;20/09/2014;6;no;no;[Mélodie, Nazan, Félicie, Beyhan, Gaia, Elora]
Alida;13/03/2016;20;no;no;[Corinne, Jacotte, Betta, Marianna, Mihriban, Lourdes, Matilde, Alida, Valeria, Florie, Caterina, Agnés, Manda, Mélodie, Hürmüz, Pervin, Elora, Aliye, Rebecca, Filiz]
Alina;25/01/2015;9;yes;no;[Nadir, Domitille, Eglantine, Socorro, Alida, Gertrudes, Otilia, Annamaria, Luana]
Aline;13/11/2015;13;no;yes;[Emilie, Melodi, Ümmiye, Aubane, Anabel, Primavera, Şükran, Nergis, Reyhan, Jakinda, Şaziye, Fulya, Bibiana]
Alita;08/11/2014;23;no;no;[Astrée, Cristiana, Gloria, Anaïs, Fernande, Coralie, Florence, Madre, Alicia, Kiraz, Agathe, Morgana, Milagrosa, Almundena, Şükriye, Simonetta, Apollina, Lidania, Irmine, Figen, Maëva, Hüner, Anitia]
Alix;26/01/2016;2;yes;no;[Rina, Almunda]
Aliye;19/01/2016;7;no;no;[Gigliola, Melania, İrem, Norina, Aldonza, Gelsomina, Candice]
Alizée;18/08/2015;1;yes;no;[Müjde]
Aliénor;23/02/2015;7;no;no;[Scolastica, Lola, Mukadder, Puebla, Nurdan, Mélanie, Luana]
Allegra;04/05/2015;25;no;no;[Marinetta, Osanna, Stefania, Eléonore, Edith, Gaëlle, Odilia, Sara, Yoana, Lorraine, Conshita, Sabriye, Gregoria, Barbara, Pabla, Clarisse, Tayyibe, Santina, Lalie, Renata, Nilüfer, Sonia, Anita, Şükriye, Clarisse]
Alma;04/05/2016;24;no;yes;[Elvira, Prospera, Lucita, Orsolina, Prudencia, Selva, Frédérique, Sevim, Daniela, Georgie, Letizia, Flaminia, Selva, Tullia, Calvina, Mimma, Adalgisa, Elda, Rita, Orquidea, Purisima, Lilas, Audrey, Carmen]
Almira;25/10/2015;15;no;yes;[Viliana, Loredana, Nicla, Mélie, Teodolinda, Adele, Şelale, Nurten, Céleste, Eméline, Antea, Desideria, Deren, Loïs, Garbina]
Almudena;04/07/2015;2;yes;no;[Amélie, Daphnée]
Almunda;16/06/2015;2;no;no;[Teodata, Elena]
Almundena;25/11/2014;11;yes;yes;[Buket, Feyza, Sibel, Nursen, Prisca, Ainhoa, Nolwenn, Deodata, Yasmine, Pervin, Marinella]
Almundina;30/11/2015;15;yes;yes;[Nurcan, Ora, Domitille, Neslihan, Mélissa, Olcay, Cuzia, Kader, Alona, Felisa, Hanife, Pelin, Amedée, Salvadora, Hermeline]
Alona;08/03/2015;21;no;yes;[Edvige, Astrelle, Katife, Zoélie, Floridia, Melisa, Semahat, Clodovea, Gaëlle, Liliane, Clothilde, Martina, Dulina, Floridia, Felicita, Rocio, Diana, Argelia, Héloïse, Meryem, Masal]
Alonsa;14/03/2016;2;yes;no;[Leonia, Sabina]
Alphonsine;14/11/2014;14;no;no;[Monica, Henriette, Hediye, Ilda, Félicienne, Norma, Nazan, Doriane, Güngör, Florencia, Kesare, Iginia, Chloé, Tecla]
Altea;26/01/2016;11;no;yes;[Florida, Dorothée, Tamara, Nicoletta, Thiphanie, Nur, Onesta, Lauriane, Marinella, Scolastica, Beste]
Alva;05/03/2016;24;yes;yes;[Marie, Nevin, Hüsnüye, Cléophée, Süheyla, Narcisa, Çiğdem, Eloée, Enriqua, Addolorata, Natalia, Doriane, Marietta, Günsel, Norma, Isabeau, Ferah, Nuray, Thiphanie, Agostina, Valentine, Carona, Elodie, Anita]
Amaia;21/02/2015;8;yes;no;[Kader, Cora, Leonor, Deina, Loanne, Prospera, Heves, Seral]
Amalia;25/04/2015;9;no;no;[Madeleine, Rosalinda, Ianira, Alexie, Bastienne, Olivia, Rosmunda, Jacotte, Alma]
Amalur;11/06/2015;16;no;yes;[Hazan, Almudena, Alina, Sinem, Eliana, Hümeyra, Liliana, Roldana, Rosamaria, Verda, Onesta, Rainelda, Rosalie, Rosa, Eméline, Marion]
Amalure;06/02/2015;19;no;yes;[Laurence, Şeniz, Alida, Teudosia, Zama, Rosamaria, Charlotte, Immaculada, Federica, Arcadia, Degna, Vera, Valérie, Kiraz, Altea, Jeannette, Annagrazia, Beniamina, Carmela]
Amanda;09/02/2016;20;yes;no;[Xalbadora, Melisenda, Emilia, Barbe, Ceylan, Gioia, Hasibe, Sedef, Laurie, Joséphine, Iratze, Annie, Veridiana, Deina, Carola, Ludovica, Melek, Margaux, Séraphine, Elodie]
Amandine;04/02/2016;25;yes;no;[Léopoldine, Aude, Tanyeli, Usoa, Amelia, Ebru, Clairie, Safiye, Kamelya, Lauriane, Gabrielle, Sumru, Hayriye, Gürcan, Eloisa, Milagrosa, Solène, Olga, Julie, Batilda, Simonne, Mélusine, Sabriye, Euridice, Déborah]
Amaranta;23/02/2016;5;no;no;[Iona, Sauvanne, Erendiria, Blandine, Nevcivan]
Amaryllis;25/04/2015;1;yes;no;[Garbina]
Amata;24/10/2014;4;no;no;[Giuliana, Andrée, Carletta, Ortensia]
Ambra;11/08/2015;11;yes;yes;[Yolande, Odette, Irènée, Natalia, Claralie, İdil, Zurine, Cléophée, Hasibe, Hayal, Venusta]
Ambre;20/07/2016;6;no;no;[Corinne, Ainhoe, Isidora, Eloïse, Zoé, Nalda]
Amedée;01/11/2015;14;yes;no;[Fosca, Adeline, Elettra, Demetria, Licia, Lur, Gabriella, Laurine, Gisèle, Egle, Eldora, Glenda, Aida, Lydie]
Amelia;02/09/2014;3;yes;no;[Stella, Vildan, Ginessa]
Amina;01/02/2015;3;no;no;[Alice, Moira, Nina]
Amor;20/11/2014;24;no;yes;[Puebla, Adalet, Alina, Eugenia, Verdiana, Eva, Neiva, Oihane, Calixte, Sevda, Greta, Chloé, Virginie, Osanna, Rezzan, Moira, Amor, Fernande, Camille, Eloée, Agnés, Joséphine, Félicie, Generosa]
Amora;06/06/2015;11;no;no;[Piera, Kader, Deren, Pembe, Anastasie, Pureza, Florencia, Ludovica, Athalia, Renan, Isabeau]
Amélie;14/10/2014;13;no;yes;[Madra, Petek, Sara, Samime, Annita, Vivienne, Nevada, Tezer, Gisella, Françoise, Nuray, Azzurra, Ramira]
Ana;03/11/2015;18;no;yes;[Seziş, Lara, Hediye, Diodata, Margherita, Gezana, Eldora, Fabiola, Liana, Hüner, Elisabeth, Carmina, Eve, Aletia, Sena, Samona, Banu, Perrine]
Anabel;27/01/2016;21;yes;no;[Nur, Emel, Florie, Licia, Incoronata, Samime, Freira, Andrea, Suna, Domitille, Purisima, Lidania, Sevtap, Théoline, Lucile, Annagrazia, Iolanda, Ambra, Zabina, Immacolata, Ilaria]
Anastasia;17/11/2014;13;yes;no;[Dionisia, Güngör, Kamelya, Sülen, Gisèle, Perfecta, Flora, Euphrasie, Andera, Cecilia, Eutalia, Pura, Ümmühan]
Anastasie;07/09/2015;7;yes;no;[Verda, Léopoldine, Selene, Leda, Isabeau, Mireille, Jimena]
Anatolia;02/09/2015;4;yes;no;[Venera, Rica, Ortensia, Azmiye]
Anaëlle;10/12/2014;21;no;yes;[Calpurnia, Ave, Andere, Sιrma, Léa, Ambre, Gilda, Veronica, Verdad, Rufina, Agostina, Flaminia, Palmazio, Mariella, Lara, Emilie, Safiye, Neta, Leyla, Séphora, Hyacinthe]
Anaïs;26/05/2016;25;yes;yes;[Inez, Lea, Roderiga, Daria, Penelope, Leda, Xalvadora, Sultan, Giovanna, Lolie, Pia, Taziana, Sιrma, Venera, Izazkun, Naomie, Honoratas, Güllü, Brigidia, Isabella, Gezana, Georgie, Nicoletta, Esin, Dulina]
Ancilla;25/01/2015;12;no;no;[Nazmiye, Polissena, Benilde, Sofia, Aletia, Eloée, Madre, Siren, Mariquita, Nisa, Igone, Alexiane]
Andeana;15/03/2016;12;no;no;[Loriana, Ariane, Carole, Vicenta, Eugenia, Chela, Sonay, Christiane, Nurhan, Gwenaëlle, Deren, Süher]
Andera;01/05/2016;2;yes;no;[Gitana, Eméline]
Andere;23/06/2015;23;no;no;[Laurence, Perran, Xavière, Elodie, Reyhan, Santina, Müge, Jade, Gülistan, Melike, Delinda, Alina, Amelia, Mora, Ella, Stéphanie, Maddalena, Costanza, Yvette, Neva, Corinna, Özlem, Ivetta]
Andrea;07/02/2016;1;no;no;[Aida]
Andromeda;23/06/2015;1;no;no;[Hafize]
Andréa;18/10/2014;10;yes;no;[Aliye, Lalie, Aurélie, Cennet, Rosa, Ainhoa, Arabella, Sanem, Rosalie, Jaqueline]
Andréanne;14/06/2016;1;yes;no;[Giovanna]
Andrée;02/01/2015;13;no;yes;[Ayla, Luana, Tabora, Fiorenza, Tullia, Gisèle, Mukaddes, Heves, Funda, Verdad, Marietta, Filipa, Allegra]
Angela;27/11/2015;14;no;no;[Adelasia, Severa, Alessia, Seda, Milagritos, Lydie, Olimpia, Catena, Ulviye, Cenobia, Iratze, Cointa, Palmira, May]
Angelia;06/08/2015;18;yes;no;[Faqueza, Brigitta, Immaculada, Marisa, Philippine, Nekane, Tanyeli, Manda, Luz, Mimma, Filiz, Egizia, Blanca, Graziella, Seral, Andréanne, Hazan, Nathanaëlle]
Angelica;20/08/2014;15;yes;no;[Bedia, Hermosa, Francine, Dorotea, Paz, Elodie, Meltem, Rufa, Aquilina, Calixte, Thérèse, Angélique, Isotta, Ines, Çiğdem]
Angelina;24/08/2015;11;no;no;[Iginia, Yvette, Damla, Nehir, Maëlle, Leonora, Félicienne, Esterina, Ana, Jasone, Pepita]
Angèle;26/05/2016;17;no;no;[Sveva, Ümmiye, Oihane, Gertrudis, Vanna, Astrid, Handan, Hélène, Daniela, Dulcinea, Isis, Teodata, İlknur, Yvette, Prospera, Odetta, Mafalda]
Angélie;06/08/2016;5;yes;no;[Melania, Casilda, Flaviana, Şefika, Gloria]
Angéline;12/02/2016;13;yes;no;[Salbatora, Hürmüz, Milagrosa, Ebe, Veriana, Milagritos, Meryem, Alev, Behice, Edda, Giacinta, Deodata, Simona]
Angélique;26/01/2015;20;no;no;[Cornelia, Alexiane, İmran, Alita, Amaranta, Eugénie, Candida, Ariane, Sefora, Bedia, Cassandre, Osana, Albina, Romane, Nurten, Munise, Berta, Paule, Jesusa, Dalila]
Anica;16/11/2015;11;yes;yes;[Giuliana, Agueda, Teodata, Sevval, Louise, Laurence, Sülen, Cansu, Irma, Belen, Hazan]
Anita;19/05/2015;3;yes;no;[Cassandra, Ursulina, Genesia]
Anitia;05/11/2014;25;yes;no;[Cristina, Arcadia, Cléophée, Dulcinea, Marianna, Olivia, Iris, Jacinta, Albane, Bibiane, Yanamarie, Şevval, Fidan, Léonor, Alberta, Yvonne, Anabel, Gigliola, Almunda, Giacinta, Ancilla, Regina, Aurora, Noëlie, Tina]
Anna;15/07/2016;6;no;no;[Elsie, Leontina, Rosalind, Süher, Louane, Mimma]
Annabella;04/11/2015;7;no;no;[Esma, Mehpare, Andréanne, Viliana, Lidania, Amalur, Azmiye]
Annagrazia;07/04/2016;1;no;no;[Sidonia]
Annamaria;01/12/2014;20;yes;no;[Xalbadora, Solmaz, Armida, Valentine, Aldonza, Gökben, Vesile, Odilia, Meriç, Martina, Şiir, Fernande, Félicienne, Esme, Oya, Emine, Iole, Roberta, Oliveria, Gülben]
Anne;18/10/2014;6;yes;no;[Christine, Nalan, Lur, Rosalind, Sveva, Sacide]
Annie;06/06/2015;18;yes;no;[Pamela, Seyhan, Gracia, Costanza, Gonca, Massima, Danita, Desiderata, Josefa, Ulfa, Vera, Ilia, Fugen, Gustava, Giliola, Gudule, Çiçek, Josiane]
Annita;10/08/2014;8;yes;no;[Eugenia, Méloée, Nina, Birsen, Aglaé, Laurène, Virginie, Renan]
Annunziata;28/11/2015;23;no;no;[Netice, Regina, Mireille, Kader, Cassandra, Roldana, Iona, Gioia, Ulviye, Prospera, Anna, Kader, Léna, Özden, Dalida, Anaïs, Deanna, Capucine, Arrate, Colombe, Acilia, Enora, Romilda]
Antea;12/09/2014;7;no;no;[İlke, Filiz, Hamide, Hafize, Brunilde, Pepita, Letitia]
Antoinette;11/08/2014;3;no;no;[Thalie, Alba, Beatrisa]
Antonella;17/04/2016;18;yes;no;[Lorda, Gilda, Günseli, Aurora, Elsa, Françoise, Cesara, Ikerne, Proserpina, Sandra, Taziana, Egizia, Flavie, Suelita, Miranda, Sena, Miraç, Kevser]
Antonia;27/11/2014;16;no;yes;[Charo, Catalina, Cordelia, Calogera, Gertrude, Josefina, Consuela, Serena, Benvenuta, Odile, Dionis, Samona, Bérangère, Fe, Aurore, Figen]
Antonina;09/05/2016;6;yes;no;[Devota, Sandra, Savannah, Gigliola, Perihan, Loïse]
Anunciacion;30/05/2016;18;no;yes;[Frescura, Liana, Amanda, Amalure, Orquidia, Floralie, Katife, Hélyette, Kumru, Milagritos, Semiramis, Anna, Ottilia, Meryem, Luciana, Desideria, Mahfuze, Margarita]
Apollina;25/06/2015;19;no;yes;[Javiera, Ségolène, Lupe, Şelale, Gülnaz, Scolastica, Bedia, Neva, Sancha, Constance, Şule, Seren, Netice, Nunziata, Hermosa, Senona, Aletia, Valentine, Henriqua]
Apolline;26/07/2016;22;no;no;[Sylvie, Eutalia, Eskarne, Valeria, Fernanda, Sabrina, Flaminia, Tina, Pélagie, Diodata, Ilaria, Esel, Renée, Seconda, Mélanie, Nurcan, Salomé, Tabita, Dürdane, Carmelita, Renan, Clorinda]
Apollonia;28/09/2014;17;no;yes;[Marquilla, Hafize, Lorda, Marguerite, Nerea, Ginebra, Tuba, Tuğba, Ludovica, Barbe, Franca, Sevil, Colombe, Aline, Ermelinda, Emiliana, Sevil, Samona]
Appia;29/09/2014;7;no;no;[Elvia, Menodora, Vahide, Stefania, Melike, Anaëlle, Aletea]
Aquilina;20/04/2015;16;no;no;[Tabita, Banu, Evelina, Teudosia, Mélissa, Manolya, Matilde, Romane, Teodolinda, Eugénie, Artemisia, Ventura, Dionisia, Nimet, Galena, Henriette]
Arabella;14/05/2015;16;yes;yes;[Hürrem, Sabite, Lore, Estefana, Marguerite, Laure, Micheline, Nina, Gülizar, Gönül, Mehveç, Garabine, Sevil, Nicla, Angelina, Diodata]
Araceli;21/12/2015;23;no;yes;[Nelia, Godiva, Monique, Alessandra, Mélissa, Lora, Séline, Ermelinda, Duena, Concepcion, Figen, Gülten, Délphine, Petronilla, Marinella, Gisella, Carletta, Ricarda, Harika, Gregoria, Noémie, Reyyan, Inés]
Aracelia;03/07/2016;9;no;no;[Gamze, Lucienne, Dicle, Turna, Alfonsa, Naomie, Rebecca, Noemi, Godeberta]
Arama;31/03/2016;13;yes;yes;[Fortunata, Nimet, Leira, Delia, Feray, Nicoletta, Moira, Exaltacion, Leonia, Raquel, Delfina, Nuccia, Damiana]
Arcadia;29/07/2015;13;no;no;[Semiramis, Florie, Güzin, Leonilda, Anna, Geneviève, Gamze, Selvaggia, Eulalia, Suzan, Ileana, Aureliana, Igone]
Arcelia;05/06/2015;8;no;no;[Naz, Brigitte, Leonora, Lola, Carilla, Iphigénie, Maruta, Paola]
Argelia;20/03/2015;1;no;no;[Justine]
Ariane;26/02/2016;12;yes;no;[Giulia, Fulin, Crocefissa, Carina, Gloria, Gülsüm, Perla, Gaye, Vinciene, Ümran, Rosalia, Oriane]
